price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram
59.9,"II. kerület, Ankara utca ",66.0,1.0,2.0,jó állapotú,|nincs megadva|,összkomfortos,földszint,4,nincs,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
89.0,"II. kerület, Fő utca ",74.0,3.0,0,felújított,|nincs megadva|,összkomfortos,3,6,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
125.0,"II. kerület, Víziváros ",105.0,4.0,0,felújított,1950 előtt,duplakomfortos,4,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,,gázkazán,|nincs megadva|,DD,,
54.9,"II. kerület, Országút ",66.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
39.9,"III. kerület, Békásmegyeri lakótelep hegy felől ",57.0,1.0,2.0,felújított,1950 és 1980 között,összkomfortos,5,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,|nincs megadva|,udvari,1 m|2|,nem,nem tetőtéri,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,1.0,|nincs megadva|
74.92,"III. kerület, Óbudai lakótelep ",53.0,2.0,0,|nincs megadva|,2023,összkomfortos,8,több mint 10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,panorámás,10 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,van,|nincs megadva|,10.0,
56.8,"III. kerület, Óbuda-Óváros ",59.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,3,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
89.9,"III. kerület, Nánási út ",64.0,3.0,0,újszerű,2001 és 2010 között,összkomfortos,1,4,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,28 800  Ft/hó,|nincs megadva|,|nincs megadva|,kertre néz,3.4 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - bérelhető,|nincs megadva|,házközponti,van,|nincs megadva|,3.4,
64.82,"III. kerület, Törökkő ",50.0,2.0,0,|nincs megadva|,2023,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,|nincs megadva|,AA++,,
54.0,"II. kerület, Zöldmál ",54.0,2.0,0,jó állapotú,1981 és 2000 között,|nincs megadva|,4,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,30  Ft/hó,|nincs megadva|,kelet,|nincs megadva|,4 m|2|,|nincs megadva|,,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,4.0,
64.8,"III. kerület, Kisbojtár utca ",54.0,1.0,1.0,|nincs megadva|,2024,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,6.44 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - kötelező megvenni,6 M Ft,hőszivattyú,van,|nincs megadva|,6.44,
189.0,"II. kerület, Pasarét ",166.0,5.0,0,felújított,1950 és 1980 között,duplakomfortos,1,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,6 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,6.0,
76.9,"I. kerület, Várfok utca ",74.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,félemelet,6,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,38 000  Ft/hó,egy helyiségben,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,
127.0,"II. kerület, Országút ",100.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,5,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,3.2 m|2|,|nincs megadva|,tetőtéri,teremgarázs hely - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,3.2,
185.0,"II. kerület, Nyék ",350.0,3.0,0,|nincs megadva|,1950 és 1980 között,összkomfortos,földszint,3,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,11 m|2|,igen,|nincs megadva|,udvari beálló - benne van az árban,,gázkazán,|nincs megadva|,|nincs megadva|,11.0,
135.0,"II. kerület, Törökvész ",109.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,2,3,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,8 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
64.0,"II. kerület, Varsányi Irén utca ",64.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,délkelet,utcai,3.2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,"fan-coil, gáz (konvektor)",|nincs megadva|,|nincs megadva|,3.2,
45.9,"III. kerület, Kerék utca ",68.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,200 kWh/hó,40 000  Ft/hó,15  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,,nem vett részt
42.0,"II. kerület, Frankel Leó út ",40.0,1.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.0,
37.9,"III. kerület, Kabar utca ",51.0,2.0,0,közepes állapotú,1981 és 2000 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,,részt vett
39.5,"III. kerület, Kabar utca ",50.0,2.0,0,jó állapotú,1981 és 2000 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,32 000 000  Ft/hó,14 000  Ft/hó,külön helyiségben,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,,részt vett
49.9,"III. kerület, Matróz utca ",65.0,3.0,0,jó állapotú,|nincs megadva|,összkomfortos,10,10,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,15 600  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,4 m|2|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,4.0,nem vett részt
189.0,"II. kerület, Pasaréti út ",166.0,5.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,1,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
158.3,"III. kerület, Rómaifürdő ",67.0,2.0,0,újszerű,2022,összkomfortos,2,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 500  Ft/hó,egy helyiségben,kelet,panorámás,10 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - megvásárolható,6 M Ft,"padlófűtés, hűtő-fűtő klíma",van - 20 cm,BB,10.0,
185.7,"III. kerület, Rómaifürdő ",78.0,3.0,0,újszerű,2022,luxus,4,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,31 500  Ft/hó,|nincs megadva|,kelet,panorámás,12 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - megvásárolható,6 M Ft,"padlófűtés, hűtő-fűtő klíma",van - 20 cm,BB,12.0,
255.0,"III. kerület, Bécsi út ",202.0,4.0,0,|nincs megadva|,2024,duplakomfortos,|nincs megadva|,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,panorámás,68.7 m|2|,|nincs megadva|,nem tetőtéri,önálló garázs,,"hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",van,|nincs megadva|,68.7,
58.4,"III. kerület, Árpád fejedelem útja ",62.0,2.0,1.0,közepes állapotú,1950 és 1980 között,összkomfortos,3,9,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 130  Ft/hó,külön helyiségben,kelet,utcai,4.3 m|2|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,4.3,
125.0,"II. kerület, Nagybányai út ",96.0,2.0,0,felújítandó,1950 előtt,összkomfortos,földszint,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,egy helyiségben,délkelet,kertre néz,15.3 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,15.3,
200.0,"II. kerület, Budakeszi út ",108.0,3.0,0,jó állapotú,2001 és 2010 között,duplakomfortos,2,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,15 m|2|,nem,nem tetőtéri,teremgarázs hely,,házközponti,|nincs megadva|,|nincs megadva|,15.0,
203.8,"III. kerület, Rómaifürdő ",78.0,3.0,0,újszerű,2022,luxus,1,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,31 500  Ft/hó,külön és egyben is,kelet,panorámás,29 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - megvásárolható,6 M Ft,"padlófűtés, hűtő-fűtő klíma",van - 20 cm,BB,29.0,
173.25,"III. kerület, Rómaifürdő ",67.0,2.0,0,újszerű,2022,összkomfortos,1,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,26 500  Ft/hó,egy helyiségben,kelet,panorámás,24 m|2|,nem,|nincs megadva|,udvari beálló - megvásárolható,6 M Ft,"padlófűtés, hűtő-fűtő klíma",van - 20 cm,BB,24.0,
41.9,"III. kerület, Szél utca ",33.0,1.0,1.0,felújított,1950 és 1980 között,összkomfortos,félemelet,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,7 000  Ft/hó,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,nem,nem tetőtéri,udvari beálló - bérelhető,6 000  Ft/hó,hűtő-fűtő klíma,nincs,|nincs megadva|,,
205.0,"I. kerület, Gellérthegy ",72.0,3.0,0,felújított,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,padlófűtés,|nincs megadva|,|nincs megadva|,,
34.5,"III. kerület, Hímző utca ",49.0,2.0,0,közepes állapotú,1981 és 2000 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,külön helyiségben,nyugat,panorámás,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",,házközponti egyedi méréssel,nincs,|nincs megadva|,4.0,nem vett részt
90.0,"II. kerület, Frankel Leó út ",101.0,4.0,0,felújítandó,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,32 625  Ft/hó,|nincs megadva|,kelet,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,8.0,
106.9,"II. kerület, Bimbó út ",89.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,félemelet,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
82.9,"II. kerület, Víziváros ",70.0,1.0,2.0,közepes állapotú,1950 és 1980 között,összkomfortos,2,4,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,egy helyiségben,nyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,,
39.9,"III. kerület, Békásmegyer - Pünkösdfürdő ",32.0,1.0,0,|nincs megadva|,2023,|nincs megadva|,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,utcai,3 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,egyéb,|nincs megadva|,|nincs megadva|,3.0,
190.0,"I. kerület, Krisztinaváros ",142.0,4.0,2.0,felújítandó,|nincs megadva|,duplakomfortos,6,6,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,43 000  Ft/hó,külön és egyben is,kelet,panorámás,20 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,20.0,
44.9,"III. kerület, Óbudai lakótelep ",52.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,nyugat,panorámás,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,,részt vett
39.9,"III. kerület, Pünkösdfürdő utca ",32.0,1.0,0,|nincs megadva|,2023,összkomfortos,4,9,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,észak,utcai,2.7 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,2.7,
109.9,"I. kerület, Víziváros - Váralja ",98.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,egyéb,|nincs megadva|,|nincs megadva|,4.0,
32.0,"III. kerület, Ágoston utca ",32.0,1.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,10 felett,több mint 10,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,12  Ft/hó,egy helyiségben,nyugat,panorámás,6 m|2|,igen,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,6.0,nem vett részt
99.0,"II. kerület, Országút ",60.0,3.0,0,felújított,1981 és 2000 között,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
76.0,"II. kerület, Rézmál ",68.0,2.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
50.0,"III. kerület, Kaszásdűlői lakótelep ",50.0,3.0,0,felújított,1981 és 2000 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,kertre néz,5 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,5.0,|nincs megadva|
55.7,"III. kerület, Pünkösdfürdő utca 42-46.",44.0,2.0,0,új építésű,2024,összkomfortos,1,8,van,3 m-nél alacsonyabb,van,igen,Nincs gáz bekötve az ingatlanba,65 kWh/hó,5 000  Ft/hó,13 000  Ft/hó,egy helyiségben,délkelet,kertre néz,4 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,házközponti egyedi méréssel,van - 15 cm,BB,4.0,
75.02,"III. kerület, Pusztakúti út 12.",43.0,2.0,0,új építésű,2022,összkomfortos,földszint,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,54 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,van - 15 cm,BB,54.0,
159.9,"III. kerület, Pusztakúti út 12.",110.0,5.0,0,új építésű,2022,duplakomfortos,3,3,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,157.43 m|2|,nem,tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,van - 15 cm,|nincs megadva|,157.43,
147.49,"III. kerület, Pusztakúti út 12.",95.0,4.0,0,új építésű,2022,duplakomfortos,földszint,3,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,60.92 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,van - 15 cm,|nincs megadva|,60.92,
82.3,"III. kerület, Pusztakúti út 12.",53.0,2.0,0,új építésű,2022,összkomfortos,1,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,33 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,van - 15 cm,BB,33.0,
139.0,"III. kerület, Sereg utca ",80.0,3.0,0,|nincs megadva|,2021,luxus,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kertre néz,141 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,4 M Ft,gázkazán,|nincs megadva|,|nincs megadva|,141.0,
138.51,"III. kerület, Kaszásdűlő - Filatorigát ",150.0,3.0,0,|nincs megadva|,2022,luxus,2,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,panorámás,141.16 m|2|,nem,penthouse,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,|nincs megadva|,BB,141.16,
199.0,"II. kerület, Pasarét ",150.0,3.0,1.0,jó állapotú,2001 és 2010 között,duplakomfortos,3,4,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,34 000  Ft/hó,külön helyiségben,délnyugat,panorámás,10 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - kötelező megvenni,|nincs megadva|,"gázkazán, hűtő-fűtő klíma",van,|nincs megadva|,10.0,
