price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
59.9,"IV. kerület, Erzsébet utca ",53.0,2.0,0,4.0,felújított,1981 és 2000 között,összkomfortos,6,9,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",házközponti,|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Újpest-Központ ",63.0,2.0,0,15.0,közepes állapotú,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 600  Ft/hó,|nincs megadva|,nyugat,utcai,15 m|2|,igen,|nincs megadva|,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
44.8,"IV. kerület, Újpesti lakótelep ",53.0,1.0,1.0,4.0,jó állapotú,|nincs megadva|,összkomfortos,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 476  Ft/hó,|nincs megadva|,dél,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
1.0,"V. kerület, Lipótváros ",123.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,100  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
84.9,"V. kerület, Lipótváros ",47.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.03,"V. kerület, Henszlmann Imre utca ",28.0,1.0,0,,felújított,1950 előtt,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",elektromos kazán,|nincs megadva|,|nincs megadva|,
84.9,"V. kerület, Lipótváros ",47.0,1.0,0,,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti,|nincs megadva|,CC,
51.0,"IV. kerület, Újpesti lakótelep ",68.0,4.0,0,,közepes állapotú,1950 és 1980 között,|nincs megadva|,3,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
113.9,"V. kerület, Október 6. utca ",65.0,2.0,0,,felújított,1950 előtt,összkomfortos,3,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
32.6,"V. kerület, Vécsey utca 5.",33.0,1.0,0,,felújítandó,1950 előtt,összkomfortos,földszint,5,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",házközponti,nincs,|nincs megadva|,
98.0,"V. kerület, Magyar utca ",104.0,3.0,0,,felújítandó,1950 előtt,komfortos,földszint,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,1 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
285.0,"V. kerület, Veres Pálné utca ",135.0,3.0,0,5.0,felújított,1950 előtt,duplakomfortos,3,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,5 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület","gázkazán, padlófűtés",|nincs megadva|,|nincs megadva|,
215.0,"V. kerület, Lipótváros ",124.0,3.0,1.0,,közepes állapotú,1950 előtt,összkomfortos,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,panorámás,|nincs megadva|,|nincs megadva|,zárószint,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
114.9,"V. kerület, Lipótváros ",104.0,3.0,0,,felújítandó,1950 előtt,összkomfortos,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 700  Ft/hó,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
47.99,"IV. kerület, Káposztásmegyer I. lakótelep ",67.0,2.0,1.0,,közepes állapotú,1950 és 1980 között,összkomfortos,3,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,van,|nincs megadva|,
49.0,"IV. kerület, Virág utca ",71.0,2.0,1.0,4.0,felújítandó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
79.9,"V. kerület, Egyetem tér ",49.0,2.0,0,,felújított,1950 előtt,duplakomfortos,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
88.9,"IV. kerület, Megyer - Izzó lakótelep ",79.0,4.0,0,3.0,jó állapotú,1981 és 2000 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,3 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,DD,
89.0,"V. kerület, Belváros ",91.0,3.0,0,,felújítandó,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,DD,
89.0,"IV. kerület, Pálya utca ",79.0,2.0,2.0,3.0,jó állapotú,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,3 m|2|,nem,nem tetőtéri,,önálló garázs - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
67.0,"IV. kerület, Vörösmarty utca 25.",109.0,4.0,2.0,,felújítandó,|nincs megadva|,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
67.3,"V. kerület, Tüköry utca ",38.0,1.0,0,,felújított,2020,összkomfortos,2,5,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,21 000  Ft/hó,14 000  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
59.9,"V. kerület, Lipótváros ",53.0,2.0,0,,felújított,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,CC,
121.0,"V. kerület, Belváros ",81.0,3.0,0,,jó állapotú,1950 előtt,|nincs megadva|,1,3,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
82.91,"IV. kerület, Újpest-Központ ",88.0,3.0,0,3.0,jó állapotú,2001 és 2010 között,|nincs megadva|,2,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
88.9,"IV. kerület, Megyer ",79.0,4.0,0,3.0,jó állapotú,|nincs megadva|,|nincs megadva|,2,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - kötelező megvenni,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 M Ft
46.0,"IV. kerület, Aradi utca ",71.0,2.0,1.0,4.0,jó állapotú,1981 és 2000 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,nincs,nem,40 m|3|/hó,190 kWh/hó,25 000  Ft/hó,18 000  Ft/hó,külön helyiségben,északnyugat,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
88.9,"IV. kerület, Megyer - Szilaspatak-lakópark ",79.0,4.0,0,3.0,jó állapotú,1981 és 2000 között,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,3 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
51.0,"IV. kerület, István út ",69.0,2.0,1.0,,felújított,1950 és 1980 között,|nincs megadva|,3,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
43.2,"IV. kerület, Megyer ",54.0,2.0,0,4.0,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,28 945  Ft/hó,külön helyiségben,kelet,kertre néz,4 m|2|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület - ingyenes",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
525.0,"V. kerület, Vörösmarty tér ",267.0,8.0,0,8.0,|nincs megadva|,|nincs megadva|,duplakomfortos,7,7,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,138 000  Ft/hó,|nincs megadva|,|nincs megadva|,panorámás,8 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
46.9,"IV. kerület, Újpesti lakótelep ",72.0,3.0,0,,felújítandó,1950 és 1980 között,|nincs megadva|,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
89.4,"V. kerület, Lipótváros ",61.0,3.0,0,,jó állapotú,1950 előtt,összkomfortos,földszint,7,van,|nincs megadva|,nincs,igen,|nincs megadva|,|nincs megadva|,40 000 000  Ft/hó,38  Ft/hó,külön és egyben is,délnyugat,kertre néz,|nincs megadva|,igen,nem tetőtéri,,"utca, közterület - ingyenes","házközponti egyedi méréssel, elektromos fűtőpanel",van - 10 cm,|nincs megadva|,
45.7,"IV. kerület, Liszt Ferenc utca ",54.0,1.0,0,12.0,jó állapotú,2001 és 2010 között,összkomfortos,földszint,4,nincs,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 500  Ft/hó,egy helyiségben,északkelet,kertre néz,12 m|2|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",gázkazán,van,|nincs megadva|,
79.9,"V. kerület, Honvéd tér ",60.0,2.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,5,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,34 000  Ft/hó,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
42.9,"V. kerület, Garibaldi utca ",22.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,félemelet,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 445  Ft/hó,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
42.9,"V. kerület, Nagy Ignác utca ",29.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,nincs,nem,80 m|3|/hó,120 kWh/hó,30 000  Ft/hó,8 000  Ft/hó,egy helyiségben,dél,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,
72.5,"V. kerület, Lipótváros ",40.0,2.0,0,1.0,újszerű,1950 előtt,összkomfortos,|nincs megadva|,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,38 000  Ft/hó,egy helyiségben,délnyugat,kertre néz,1 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
89.9,"V. kerület, Aranykéz utca ",61.0,2.0,0,3.0,közepes állapotú,1981 és 2000 között,összkomfortos,4,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,igen,30 m|3|/hó,30 kWh/hó,35 000  Ft/hó,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
52.0,"V. kerület, Lipótváros ",26.0,1.0,0,,felújított,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
67.9,"V. kerület, Lipótváros ",33.0,1.0,0,,felújított,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",|nincs megadva|,nincs,|nincs megadva|,
69.9,"V. kerület, Lipótváros ",35.0,1.0,1.0,,felújított,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
80.0,"V. kerület, Lipótváros ",68.0,2.0,0,,felújítandó,|nincs megadva|,összkomfortos,6,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
114.9,"V. kerület, Lipótváros ",104.0,3.0,0,,felújítandó,1950 előtt,összkomfortos,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 700  Ft/hó,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
54.5,"IV. kerület, Székesdűlő ",65.0,3.0,0,,felújított,2001 és 2010 között,összkomfortos,1,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
199.0,"V. kerület, Lipótváros ",129.0,4.0,0,,közepes állapotú,|nincs megadva|,duplakomfortos,félemelet,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,44 000  Ft/hó,|nincs megadva|,dél,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,
34.9,"IV. kerület, Újpesti lakótelep ",58.0,2.0,0,3.25,felújítandó,1950 előtt,komfortos,1,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,külön helyiségben,délkelet,udvari,3.25 m|2|,igen,|nincs megadva|,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
33.9,"IV. kerület, Újpest - Pozsonyi utcai lakótelep ",46.0,1.0,1.0,,felújítandó,1950 és 1980 között,összkomfortos,9,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 500  Ft/hó,egy helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Megyer - Izzó lakótelep ",35.0,1.0,0,,jó állapotú,1950 előtt,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
29.5,"IV. kerület, Újpest ",43.0,2.0,0,,jó állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 504  Ft/hó,|nincs megadva|,dél,udvari,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
99.5,"V. kerület, Ferenciek tere ",70.0,2.0,0,,felújított,|nincs megadva|,duplakomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
64.5,"IV. kerület, Ambrus Zoltán utca ",70.0,3.0,0,,felújított,1950 és 1980 között,összkomfortos,1,2,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,|nincs megadva|,igen,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
31.9,"IV. kerület, Újpesti lakótelep ",35.0,1.0,1.0,,felújított,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,10 600  Ft/hó,egy helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,|nincs megadva|,távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,
53.9,"V. kerület, Belváros ",37.0,2.0,0,,|nincs megadva|,1950 előtt,|nincs megadva|,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
320.58,"V. kerület, Váci utca 19-21.",59.0,2.0,0,,újszerű,1981 és 2000 között,|nincs megadva|,5,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - bérelhető,fan-coil,|nincs megadva|,|nincs megadva|,198  €/hó
